0.2636059965973268	-0.1611621620333919	0.24300912251005793
0.15252536398220384	-0.03040171158999013	-0.14722566716437366
0.32028300830118145	-0.09492968156933751	0.2574580961956041
0.21093001580648954	0.05010822017881681	-0.19036478290186112
0.24805529579317173	0.02308762744834113	-0.13970906019614285
0.3133991677760811	0.07151560536164904	0.13113320738158538
0.22884827779904465	0.1257795914108432	-0.23783656091460434
0.20117422276188873	-0.025008754924035117	-0.13247199850120803
0.25308545647862835	-0.09073018230424429	0.10249981810974278
0.2162190446420125	-0.024419296472250628	-0.08600232546820975
-0.16087904351553034	-0.08034612052959333	-0.019800443359142893
-0.1945347583139388	-0.13977081497027916	-0.00670264021650061
-0.21924041950101664	-0.1605753641306635	-0.053168790438004584
-0.1861985501399762	-0.17371182596457002	-0.044017152006405
-0.21838096187372913	-0.20192925184091504	-0.07560443433003045
-0.1850849179780292	-0.15983911110989438	-0.015240756888410926
-0.1832161715876122	-0.008803838607687187	-0.017038830997876668
-0.15747390496153985	0.07028964557653454	0.036171174699782385
-0.12534328615872853	0.07929494054199131	0.04038205341234332
-0.1068753200741387	0.10409118560633404	-0.0032300209421619324
-0.1579885114733447	0.13333560112736237	0.09113708538069955
-0.11610759534056271	0.2244666424144678	0.05027217416307841
-0.17130830589356463	0.12941354501847444	0.13693724808548882
-0.12135431355563842	0.16221461219376263	0.06020220661252408
-0.10413978957067825	0.17803089916827483	0.01921127777402596
